customer_key,country,invoice_count,lifetime_value,last_order_ts,distinct_products_purchased
15093.0,United Kingdom,6,4597.019999999999,2011-11-21 13:09:00,52
12738.0,Germany,1,155.35,2010-12-02 18:27:00,11
14236.0,United Kingdom,2,490.85999999999996,2011-09-20 09:13:00,15
17961.0,United Kingdom,39,1296.4400000000012,2011-11-18 16:55:00,211
14573.0,United Kingdom,9,1653.4200000000017,2011-06-13 11:15:00,127
17135.0,United Kingdom,7,1139.73,2011-11-23 16:48:00,34
17396.0,United Kingdom,8,7330.8,2011-10-31 14:12:00,24
16883.0,United Kingdom,2,276.72999999999996,2011-06-05 12:51:00,33
13520.0,Switzerland,6,3624.3499999999995,2011-10-12 10:20:00,49
12427.0,Germany,3,825.8,2011-11-18 08:56:00,26
17967.0,United Kingdom,1,123.07,2010-12-03 11:19:00,41
14589.0,United Kingdom,1,39.75,2010-12-03 11:42:00,3
14156.0,EIRE,55,117379.62999999983,2011-11-30 10:54:00,714
14680.0,United Kingdom,16,28754.109999999997,2011-11-14 16:59:00,73
16477.0,United Kingdom,7,2494.459999999999,2011-10-07 09:44:00,111
12600.0,Germany,10,2599.04,2011-11-11 10:29:00,32
17949.0,United Kingdom,45,58510.48000000001,2011-12-08 18:46:00,29
12779.0,Poland,8,3981.3600000000024,2011-11-02 11:43:00,88
17787.0,United Kingdom,4,1865.1899999999994,2011-07-10 11:24:00,94
14723.0,United Kingdom,6,1158.2999999999993,2011-11-29 15:23:00,193
17954.0,United Kingdom,12,2332.7200000000034,2011-12-04 14:15:00,326
17198.0,United Kingdom,3,692.22,2011-11-16 10:39:00,89
12793.0,Portugal,2,545.48,2011-01-09 12:12:00,21
14898.0,United Kingdom,6,1303.5199999999998,2011-11-16 14:54:00,86
12725.0,Italy,1,427.80000000000007,2010-12-03 15:45:00,24
16725.0,United Kingdom,7,781.0200000000003,2011-02-10 16:52:00,110
12395.0,Belgium,12,3018.6299999999997,2011-11-20 15:21:00,91
13081.0,United Kingdom,11,28337.380000000026,2011-11-28 10:54:00,503
15545.0,United Kingdom,2,292.72,2011-10-16 13:24:00,78
18055.0,United Kingdom,10,6784.189999999995,2011-12-02 14:25:00,223
15038.0,United Kingdom,6,705.4899999999997,2011-10-12 11:33:00,105
18109.0,United Kingdom,26,8052.970000000003,2011-12-08 11:36:00,119
15708.0,United Kingdom,7,3364.24,2011-10-30 10:54:00,124
16839.0,United Kingdom,34,16594.349999999988,2011-12-01 09:03:00,114
15351.0,United Kingdom,7,1960.1099999999997,2011-11-27 12:52:00,157
14813.0,United Kingdom,2,155.42999999999998,2010-12-05 11:57:00,25
16353.0,United Kingdom,23,6675.709999999999,2011-12-06 12:23:00,51
17796.0,United Kingdom,4,697.9,2011-10-30 15:38:00,63
17059.0,United Kingdom,5,3095.040000000003,2011-11-10 12:27:00,292
15570.0,United Kingdom,12,4165.520000000002,2011-12-02 14:47:00,231
16718.0,United Kingdom,1,623.7500000000001,2010-12-05 13:03:00,41
15808.0,United Kingdom,4,3734.970000000001,2011-02-06 14:33:00,142
17858.0,United Kingdom,12,5155.660000000002,2011-12-04 11:56:00,101
16393.0,United Kingdom,13,3046.21,2011-12-07 12:51:00,120
14527.0,United Kingdom,55,8508.81999999998,2011-12-07 12:19:00,330
14161.0,United Kingdom,3,1110.52,2011-05-08 11:41:00,87
17863.0,United Kingdom,6,3159.999999999999,2011-10-11 13:45:00,110
16411.0,United Kingdom,2,214.65000000000003,2011-11-20 13:23:00,41
16402.0,United Kingdom,2,299.59999999999997,2011-03-20 12:25:00,55
15426.0,United Kingdom,5,1447.3899999999999,2011-11-20 15:36:00,217
15894.0,United Kingdom,2,263.55,2011-03-31 13:50:00,35
12472.0,Germany,7,6572.110000000003,2011-11-07 14:01:00,219
15555.0,United Kingdom,16,4805.169999999992,2011-11-27 16:19:00,401
13034.0,United Kingdom,2,642.77,2011-10-16 12:21:00,37
16143.0,United Kingdom,6,2424.9399999999996,2011-12-06 14:13:00,75
16422.0,United Kingdom,51,34684.400000000016,2011-11-22 14:00:00,68
12763.0,Japan,2,494.08000000000004,2011-07-24 14:12:00,16
14404.0,United Kingdom,6,1474.3200000000004,2011-11-06 12:30:00,70
13579.0,United Kingdom,2,467.03999999999996,2011-11-25 08:41:00,19
13174.0,United Kingdom,3,2817.030000000002,2011-11-23 14:35:00,228
15987.0,United Kingdom,7,1451.28,2011-11-27 15:38:00,110
13652.0,United Kingdom,3,1095.08,2011-10-25 08:51:00,48
17428.0,United Kingdom,28,17256.850000000002,2011-12-09 09:45:00,252
14748.0,United Kingdom,5,1415.75,2011-11-10 18:33:00,87
12808.0,Portugal,3,483.65000000000003,2011-11-03 10:05:00,27
13094.0,United Kingdom,12,1927.3200000000004,2011-11-18 14:07:00,4
12708.0,Germany,10,2712.9100000000003,2011-11-10 09:52:00,86
15898.0,United Kingdom,5,1388.8799999999999,2011-12-08 15:23:00,70
15919.0,United Kingdom,2,639.8899999999996,2011-11-20 11:28:00,103
14189.0,United Kingdom,15,4654.079999999999,2011-12-07 15:55:00,176
15304.0,United Kingdom,8,694.4000000000001,2011-10-10 10:23:00,8
15048.0,United Kingdom,4,384.04999999999984,2011-10-05 14:55:00,86
14708.0,United Kingdom,3,1126.3700000000001,2011-12-07 08:21:00,25
16898.0,United Kingdom,3,508.8100000000002,2011-11-13 15:44:00,150
18113.0,United Kingdom,1,76.32000000000001,2010-12-06 12:31:00,1
15078.0,United Kingdom,32,9743.110000000015,2011-12-02 15:41:00,97
17860.0,United Kingdom,1,252.79999999999998,2010-12-06 12:41:00,49
15028.0,United Kingdom,4,627.1299999999999,2011-12-01 14:06:00,35
16919.0,United Kingdom,11,2596.4499999999994,2011-07-06 13:35:00,141
14667.0,United Kingdom,25,9241.200000000003,2011-11-29 11:30:00,354
14487.0,United Kingdom,6,1196.3300000000004,2011-11-13 12:17:00,112
16658.0,United Kingdom,1,123.24,2010-12-06 13:47:00,8
16550.0,United Kingdom,5,2298.9699999999975,2011-08-23 11:12:00,162
17068.0,United Kingdom,21,4552.140000000003,2011-11-27 13:14:00,116
17223.0,United Kingdom,2,426.78999999999985,2011-02-02 15:57:00,43
16817.0,United Kingdom,9,1604.7500000000007,2011-12-07 11:03:00,73
17191.0,United Kingdom,7,2095.1300000000006,2011-11-11 16:58:00,163
15194.0,United Kingdom,15,7616.53,2011-12-06 15:10:00,209
14409.0,United Kingdom,6,2059.45,2011-09-29 18:18:00,40
16654.0,United Kingdom,4,601.2699999999999,2011-07-21 15:23:00,29
17218.0,United Kingdom,10,1960.7199999999991,2011-12-05 13:52:00,146
17812.0,United Kingdom,4,732.1599999999996,2011-11-27 11:47:00,113
14215.0,United Kingdom,6,1789.7200000000007,2011-11-28 12:19:00,98
15602.0,United Kingdom,9,1297.87,2011-12-01 14:14:00,30
12913.0,United Kingdom,5,2483.6299999999997,2011-12-05 12:11:00,37
17450.0,United Kingdom,46,194550.79,2011-12-01 13:29:00,124
17091.0,United Kingdom,9,3827.76,2011-12-07 10:43:00,119
15649.0,United Kingdom,2,816.0,2011-01-07 13:34:00,1
12681.0,France,22,13787.539999999999,2011-11-25 11:33:00,267
14907.0,United Kingdom,7,3501.0999999999995,2011-12-06 14:14:00,125
17735.0,United Kingdom,19,13110.019999999993,2011-12-07 16:47:00,319
16059.0,United Kingdom,6,1459.8600000000001,2011-10-05 09:56:00,126
17720.0,United Kingdom,4,1195.94,2011-11-13 15:04:00,39
15018.0,United Kingdom,3,496.21000000000004,2011-11-01 12:47:00,30
15838.0,United Kingdom,19,33643.08,2011-11-28 14:00:00,54
13756.0,United Kingdom,14,5189.519999999999,2011-12-07 16:44:00,66
14176.0,United Kingdom,4,576.8999999999999,2011-02-15 13:12:00,28
15353.0,United Kingdom,2,777.0200000000001,2011-03-30 12:15:00,59
17491.0,United Kingdom,10,3558.869999999999,2011-12-08 16:18:00,72
13569.0,United Kingdom,2,373.74999999999994,2011-11-22 13:07:00,73
14673.0,United Kingdom,5,1736.3999999999999,2011-12-06 14:31:00,39
16221.0,United Kingdom,3,864.8599999999997,2011-11-03 11:43:00,90
15965.0,United Kingdom,4,845.6400000000001,2011-11-22 16:44:00,88
15024.0,United Kingdom,10,1661.33,2011-11-30 12:06:00,105
16904.0,United Kingdom,16,3754.2699999999995,2011-12-05 13:10:00,387
16086.0,United Kingdom,5,1121.3899999999999,2011-10-11 13:09:00,24
13786.0,United Kingdom,1,230.4,2010-12-07 13:53:00,7
13173.0,United Kingdom,2,353.65,2011-12-05 15:51:00,41
12347.0,Iceland,7,4310.000000000001,2011-12-07 15:52:00,103
16775.0,United Kingdom,11,1695.6600000000012,2011-11-29 15:22:00,84
16950.0,United Kingdom,3,1178.56,2011-10-14 09:06:00,39
17591.0,United Kingdom,7,2225.9700000000003,2011-09-27 13:42:00,81
12839.0,United Kingdom,14,5591.420000000002,2011-12-07 12:33:00,95
16125.0,United Kingdom,1,289.35,2010-12-07 15:48:00,13
18102.0,United Kingdom,60,259657.29999999993,2011-12-09 11:50:00,150
16365.0,United Kingdom,9,1540.4200000000005,2011-11-22 11:24:00,45
14821.0,United Kingdom,1,48.800000000000004,2010-12-08 08:43:00,2
13078.0,United Kingdom,26,12627.940000000002,2011-12-06 15:36:00,95
13267.0,United Kingdom,19,4521.490000000002,2011-12-07 11:12:00,88
13050.0,United Kingdom,17,5836.859999999999,2011-11-25 09:18:00,246
15628.0,United Kingdom,9,2870.2400000000007,2011-12-05 10:24:00,85
12386.0,Australia,2,401.9,2011-01-06 12:37:00,10
16779.0,United Kingdom,22,10629.719999999998,2011-12-07 14:54:00,161
13599.0,United Kingdom,21,5153.67,2011-12-08 16:10:00,171
13329.0,United Kingdom,2,788.9999999999999,2011-11-08 10:29:00,16
14744.0,United Kingdom,7,1099.98,2011-11-23 12:51:00,21
17406.0,United Kingdom,3,2200.42,2011-01-10 15:07:00,99
15750.0,United Kingdom,8,2465.4799999999987,2011-12-07 12:34:00,214
13842.0,United Kingdom,9,3385.62,2011-10-12 10:51:00,155
14796.0,United Kingdom,17,8022.489999999984,2011-12-08 15:31:00,403
14032.0,United Kingdom,11,2975.5900000000006,2011-12-07 15:23:00,53
17706.0,United Kingdom,17,10504.489999999994,2011-12-05 13:34:00,270
17975.0,United Kingdom,13,4488.810000000003,2011-11-24 13:27:00,189
16558.0,United Kingdom,20,8338.490000000009,2011-12-09 10:20:00,264
15021.0,United Kingdom,9,1914.8199999999988,2011-12-01 11:53:00,287
15498.0,United Kingdom,27,13316.39999999999,2011-12-07 12:48:00,360
18043.0,United Kingdom,3,559.5099999999996,2011-11-15 12:48:00,106
16016.0,United Kingdom,8,1508.7599999999998,2011-12-06 14:35:00,156
17341.0,United Kingdom,3,781.36,2011-07-06 12:33:00,147
16233.0,United Kingdom,3,536.6800000000001,2011-09-29 17:27:00,22
15032.0,United Kingdom,3,4959.099999999999,2011-03-28 15:03:00,29
13455.0,United Kingdom,2,1058.34,2011-11-15 11:21:00,42
17676.0,United Kingdom,6,1387.68,2011-12-05 15:16:00,49
18269.0,United Kingdom,1,168.6,2010-12-08 13:53:00,7
12766.0,Portugal,7,6989.630000000003,2011-12-06 08:46:00,205
13523.0,United Kingdom,5,3964.880000000001,2011-11-06 15:11:00,157
15005.0,United Kingdom,28,6316.569999999997,2011-11-24 12:25:00,360
15680.0,United Kingdom,3,1333.6799999999998,2011-11-30 13:46:00,61
13270.0,United Kingdom,1,590.0,2010-12-08 14:53:00,1
14866.0,United Kingdom,12,14389.899999999998,2011-11-29 11:45:00,30
13077.0,United Kingdom,4,729.27,2011-12-08 19:24:00,99
13140.0,United Kingdom,3,423.71999999999997,2011-08-23 15:33:00,40
14766.0,United Kingdom,6,2473.37,2011-12-01 16:05:00,111
17340.0,United Kingdom,11,12353.289999999997,2011-11-10 10:45:00,229
15996.0,United Kingdom,6,1060.6799999999994,2011-09-12 15:14:00,103
14030.0,United Kingdom,8,2360.0900000000006,2011-11-21 16:48:00,210
16596.0,United Kingdom,2,250.15,2011-11-24 10:02:00,12
16700.0,United Kingdom,13,5076.550000000003,2011-12-01 11:00:00,159
16011.0,United Kingdom,16,3362.710000000002,2011-12-01 16:31:00,99
17655.0,United Kingdom,7,2638.9400000000005,2011-11-29 11:34:00,66
16717.0,United Kingdom,6,3858.379999999999,2011-11-16 12:16:00,176
12963.0,United Kingdom,8,1856.6299999999997,2011-12-01 12:55:00,75
14437.0,United Kingdom,1,63.0,2010-12-09 09:27:00,5
18092.0,United Kingdom,11,9068.26,2011-12-07 13:14:00,28
12621.0,Germany,20,13689.669999999995,2011-12-08 11:25:00,261
12755.0,Japan,2,3811.9499999999994,2011-03-04 12:42:00,4
12429.0,Denmark,4,3750.4000000000005,2011-11-30 17:22:00,82
14896.0,United Kingdom,2,468.77000000000004,2011-05-19 10:20:00,43
14479.0,United Kingdom,2,316.24999999999994,2011-03-31 09:07:00,18
17430.0,United Kingdom,2,265.76,2011-11-07 09:24:00,14
16520.0,United Kingdom,3,1046.5700000000002,2011-06-06 13:24:00,129
15945.0,United Kingdom,1,181.0,2010-12-09 13:14:00,2
15856.0,United Kingdom,27,16387.570000000014,2011-12-05 17:09:00,295
13102.0,United Kingdom,24,6424.089999999999,2011-12-08 12:52:00,140
15271.0,United Kingdom,15,2507.0699999999997,2011-12-02 14:11:00,184
15288.0,United Kingdom,5,2306.519999999999,2011-10-27 16:58:00,80
16519.0,United Kingdom,2,215.07999999999998,2011-11-14 15:41:00,13
17646.0,United Kingdom,3,1008.3899999999999,2011-05-04 13:17:00,46
17339.0,United Kingdom,2,243.36,2011-09-06 13:29:00,9
17097.0,Spain,8,954.4199999999994,2011-12-07 17:05:00,153
15192.0,United Kingdom,3,1044.3200000000004,2011-08-12 11:41:00,36
17950.0,United Kingdom,3,482.19999999999993,2011-09-28 15:18:00,63
12826.0,United Kingdom,7,1474.7199999999998,2011-12-07 10:25:00,58
17456.0,United Kingdom,1,249.85999999999993,2010-12-09 15:23:00,17
15811.0,United Kingdom,6,2218.6199999999994,2011-11-17 15:31:00,117
18225.0,United Kingdom,12,5509.12,2011-12-06 13:27:00,150
15211.0,United Kingdom,2,894.4100000000001,2011-10-10 13:31:00,52
16163.0,United Kingdom,2,856.6000000000001,2011-04-21 15:15:00,5
16907.0,United Kingdom,5,981.65,2011-11-10 18:04:00,89
17530.0,United Kingdom,10,2385.0000000000014,2011-12-08 18:42:00,306
15805.0,United Kingdom,17,5528.479999999999,2011-11-16 16:32:00,220
12471.0,Germany,30,19824.04999999999,2011-12-07 15:43:00,150
17076.0,United Kingdom,3,841.0799999999998,2011-11-03 17:53:00,17
17827.0,United Kingdom,5,1995.46,2011-12-04 15:00:00,190
17880.0,United Kingdom,1,458.9199999999999,2010-12-10 10:21:00,26
13000.0,United Kingdom,3,534.85,2011-08-25 10:43:00,30
17790.0,United Kingdom,14,1965.5499999999997,2011-11-13 11:30:00,121
12731.0,France,12,18895.909999999996,2011-11-16 11:59:00,109
15723.0,United Kingdom,1,203.10000000000002,2010-12-10 11:12:00,37
14037.0,United Kingdom,2,147.2,2011-06-16 13:57:00,27
14256.0,United Kingdom,2,969.0600000000001,2011-03-24 13:17:00,51
14543.0,United Kingdom,16,3630.330000000001,2011-11-11 12:45:00,43
18116.0,United Kingdom,8,1418.0300000000009,2011-10-03 11:00:00,230
18178.0,United Kingdom,4,1590.81,2011-08-03 09:30:00,80
18065.0,United Kingdom,14,2392.8300000000004,2011-12-04 10:30:00,110
14952.0,United Kingdom,11,8099.489999999997,2011-10-11 10:33:00,117
14107.0,United Kingdom,7,2703.230000000001,2011-10-19 12:12:00,61
15881.0,United Kingdom,5,501.38999999999993,2011-01-31 16:59:00,26
15514.0,United Kingdom,11,4139.460000000001,2011-11-27 14:40:00,96
16565.0,United Kingdom,1,173.7,2010-12-10 15:21:00,3
16873.0,United Kingdom,6,7123.620000000001,2011-12-05 12:05:00,179
18016.0,United Kingdom,5,1483.56,2011-11-07 13:25:00,90
15503.0,United Kingdom,1,147.09,2010-12-12 10:57:00,66
17251.0,United Kingdom,1,283.28,2010-12-12 11:06:00,37
16923.0,United Kingdom,19,7247.609999999987,2011-11-27 13:00:00,313
14159.0,United Kingdom,11,4693.009999999993,2011-11-20 12:36:00,501
12753.0,Japan,6,21429.39,2011-11-17 10:52:00,132
17372.0,United Kingdom,8,1342.6799999999998,2011-10-30 11:37:00,215
13668.0,United Kingdom,21,6363.5899999999965,2011-12-07 12:11:00,284
17188.0,United Kingdom,7,2474.2299999999996,2011-11-28 13:53:00,71
15998.0,United Kingdom,5,3089.9700000000003,2011-11-03 12:45:00,370
14413.0,United Kingdom,1,122.70000000000003,2010-12-12 13:37:00,22
13959.0,United Kingdom,3,598.2000000000002,2011-09-21 15:06:00,79
15454.0,United Kingdom,1,179.10000000000005,2010-12-12 14:21:00,23
15044.0,United Kingdom,17,7700.229999999999,2011-11-20 13:20:00,233
17937.0,United Kingdom,7,4301.22,2011-12-01 11:45:00,19
14608.0,United Kingdom,4,1785.15,2011-12-05 16:52:00,8
14505.0,United Kingdom,8,5905.639999999999,2011-11-22 15:45:00,540
18037.0,United Kingdom,6,70.02,2011-07-08 13:39:00,19
13198.0,United Kingdom,6,3401.2399999999993,2011-11-29 15:17:00,199
13225.0,United Kingdom,7,6463.84,2011-12-06 13:29:00,23
15361.0,United Kingdom,1,418.9200000000001,2010-12-13 09:52:00,7
15689.0,United Kingdom,2,254.1,2011-08-12 09:37:00,8
14290.0,United Kingdom,5,2314.6499999999996,2011-11-28 14:02:00,89
13209.0,United Kingdom,8,5891.609999999998,2011-11-09 13:54:00,255
13999.0,United Kingdom,12,3901.810000000002,2011-11-29 13:40:00,102
14498.0,United Kingdom,5,1957.32,2011-10-28 12:09:00,162
15854.0,United Kingdom,12,2974.6500000000005,2011-12-05 13:39:00,105
14544.0,United Kingdom,2,2024.4500000000007,2011-11-15 15:06:00,97
17338.0,United Kingdom,8,6643.929999999997,2011-11-22 14:23:00,389
17799.0,United Kingdom,10,3055.93,2011-11-17 15:16:00,280
17303.0,United Kingdom,1,250.03999999999994,2010-12-13 13:32:00,53
14639.0,United Kingdom,6,2984.49,2011-10-18 15:06:00,138
17179.0,United Kingdom,3,711.7899999999998,2011-06-14 16:48:00,56
17293.0,United Kingdom,9,1875.1100000000001,2011-12-01 14:37:00,93
17375.0,United Kingdom,3,400.0999999999999,2011-05-24 15:45:00,63
17371.0,United Kingdom,3,423.8899999999999,2011-11-22 13:30:00,83
15159.0,United Kingdom,30,18641.010000000013,2011-12-08 12:05:00,363
13211.0,United Kingdom,3,1197.42,2011-11-29 14:43:00,45
14525.0,United Kingdom,9,4332.200000000001,2011-11-20 11:37:00,217
13324.0,United Kingdom,10,7121.949999999995,2011-11-03 16:28:00,25
16442.0,United Kingdom,3,616.7899999999998,2011-12-08 11:43:00,161
18075.0,United Kingdom,10,2611.7500000000005,2011-11-16 15:21:00,97
14961.0,United Kingdom,9,7044.6799999999985,2011-11-29 09:42:00,193
17041.0,United Kingdom,3,1081.5700000000002,2011-11-13 11:21:00,59
16458.0,United Kingdom,18,3482.74,2011-12-07 09:34:00,52
14057.0,United Kingdom,17,6217.96,2011-11-16 10:32:00,179
14871.0,United Kingdom,4,522.3799999999999,2011-12-06 13:42:00,68
13178.0,United Kingdom,11,5725.470000000003,2011-11-13 16:14:00,95
16812.0,United Kingdom,1,479.35,2010-12-14 12:35:00,15
16191.0,United Kingdom,13,5180.52,2011-12-07 11:26:00,65
12370.0,Cyprus,4,3545.689999999998,2011-10-19 14:51:00,143
16899.0,United Kingdom,6,1281.5599999999997,2011-12-02 12:03:00,80
16531.0,United Kingdom,7,1244.5900000000001,2011-11-17 16:29:00,68
17404.0,Sweden,15,31906.82,2011-12-05 16:26:00,111
14415.0,United Kingdom,13,5900.280000000006,2011-12-08 14:38:00,283
16805.0,United Kingdom,2,460.5899999999998,2011-06-19 11:23:00,94
16553.0,United Kingdom,12,5719.819999999999,2011-06-29 15:42:00,62
13846.0,United Kingdom,3,865.0600000000001,2011-11-15 12:07:00,55
13611.0,United Kingdom,3,1171.8,2011-09-11 14:51:00,67
15950.0,United Kingdom,4,1765.5099999999993,2011-11-08 11:09:00,86
15512.0,United Kingdom,2,121.0,2011-07-07 10:20:00,7
17525.0,United Kingdom,1,422.70000000000005,2010-12-15 12:05:00,9
13458.0,United Kingdom,14,9646.569999999998,2011-12-02 15:29:00,242
16003.0,United Kingdom,5,2735.3700000000003,2011-11-10 09:57:00,82
15101.0,United Kingdom,2,317.53,2011-12-01 10:18:00,8
17033.0,United Kingdom,3,1030.1399999999996,2011-09-14 14:34:00,24
13221.0,United Kingdom,2,847.41,2011-04-13 16:58:00,62
14201.0,United Kingdom,7,747.44,2011-10-10 13:27:00,32
15822.0,United Kingdom,2,885.4700000000001,2011-12-06 14:50:00,28
17551.0,United Kingdom,1,306.84,2010-12-15 14:12:00,39
18050.0,United Kingdom,1,74.4,2010-12-15 14:25:00,5
14913.0,United Kingdom,4,1227.4300000000003,2011-11-04 08:29:00,76
17214.0,United Kingdom,6,1069.1199999999997,2011-10-10 13:17:00,79
12928.0,United Kingdom,5,2062.7,2011-11-04 14:24:00,59
15290.0,United Kingdom,18,7943.220000000002,2011-12-05 11:39:00,93
